genreForm,accessionNumber,itemNumber,title,titlew1974,country,year,generation,dimensions,videoFormat,summary,duration,DigitizationNotes,note1,url,subj1,subj2,subj3
Unedited footage,0550-01-17248,17248,Gerald Ford’s America 003. White House,Gerald Ford’s America 003. White House,United States,1975,master,1/2 in.,EIAJ,"Press conference begins 00:19:06. --mg, 6/4/2019",31:58,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. The first 7:28 of the tape was recorded off speed.""  ; Digitization QC Note: Tape is badly distorted from beginning to 00:07:28, as described: noise, jitter, frame misalignment, etc. File is otherwise ok.  --mg, 6/4/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-003_17248,,,
Unedited footage,0550-01-17249,17249,Gerald Ford’s America 004. 8/9 DC tape 1,Gerald Ford’s America 004. 8/9 [1974] DC tape 1,United States,1975,master,1/2 in.,EIAJ,"Interviews about Nixon impeachment. --mg, 6/4/2019",34:41,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Flagging as described. Some tracking-like noise (unstable control track) throughout tape. --mg, 6/4/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-004_17249,,,
Unedited footage,0550-01-17250,17250,Gerald Ford’s America 005. 8/9 DC tape [2],Gerald Ford’s America 005. 8/9 [1974] DC tape [2],United States,1975,master,1/2 in.,EIAJ,,33:33,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File; Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Tape was upside down on the reel, had to be corrected before capture."" ; Digitization QC Note: Flagging and head switching as described. --mg, 6/4/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-005_17250,,,
Unedited footage,0550-01-17253,17253,Gerald Ford’s America 008. 9/4 Betty's press conference,Gerald Ford’s America 008. 9/4 [1974] Betty's press conference,United States,1975,master,1/2 in.,EIAJ,"Betty Ford press conference begins at 00:05:15. --mg, 6/4/2019",20:05,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Tape was upside down on the reel, had to be corrected before capture."" ; Digitization QC Note: Video dropouts throughout. Chrominance noise visible during press conference (e.g. visible on Ford's clothes at 00:13:25). --mg, 6/4/2019Digitization QC Note: This tape is believed to be color but was transferred by MP as b/w. --AES 2019-10-29","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-008_17253,,,
Unedited footage,0550-01-17254,17254,Gerald Ford’s America 011. 9/8 Allen Rucker and Michael A. Shamberg in front of Lincoln Memorial on pardon day,Gerald Ford’s America 011. 9/8 [1974] Allen Rucker and Michael A. Shamberg in front of Lincoln Memorial on pardon day,United States,1975,master,1/2 in.,EIAJ,,28:07,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Tape was upside down on the reel, issue corrected before capture."" ; Digitization QC Note: Video dropouts throughout. More severe head switching visible at bottom of image, and some jitter visible in flagging area of frame. --mg, 6/4/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-011_17254,,,
Unedited footage,0550-01-17257,17257,Gerald Ford’s America 015. 8/28 Ford's first press conference,Gerald Ford’s America 015. 8/28 [1974] Ford's first press conference,United States,1975,master,1/2 in.,EIAJ,"Gerald Ford press conference begins at 00:09:05. --mg, 6/4/2019",32:59,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: More severe head switching noise and tracking-like noise (unstable control track) visible throughout tape. Camera tests at beginning of tape. --mg, 6/4/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-015_17257,,,
Unedited footage,0550-01-17258,17258,Gerald Ford’s America 016. Rocky gets nod / White House,Gerald Ford’s America 016. Rocky gets nod / White House,United States,1975,master,1/2 in.,EIAJ,,30:18,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Some jitter in flagging part of image, especially towards end of tape. Video dropouts throughout tape. --mg, 6/4/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-016_17258,,,
Unedited footage,0550-01-17259,17259,Gerald Ford’s America 017. Hartman P.C. / Right to life #1,Gerald Ford’s America 017. Hartman P.C. / Right to life #1,United States,1975,master,1/2 in.,EIAJ,"Congressional hearing on abortion begins at approximately 00:12:30. --mg, 6/4/2019",31:21,"Digitization Vendor Comments: ""Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Head Switching Visible; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Tape was upside down on the reel, issue was fixed before capture."" ; Digitization QC Note: Jitter in flagging area of image, towards end of tape. Dropouts. --mg, 6/4/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-017_17259,,,
Unedited footage,0550-01-17260,17260,Gerald Ford’s America 018. Right to life #2,Gerald Ford’s America 018. Right to life #2,United States,1975,master,1/2 in.,EIAJ,"Interviews with pro-life activists at congressional hearing and demonstrations. --mg, 6/4/2019",16:45,"Digitization Vendor Comments: ""Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Interior at beginning of tape is quite dark. Breakup at 00:13:28. Jitter in flagging area of frame. --mg, 6/4/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-018_17260,,,
Unedited footage,0550-01-17261,17261,Gerald Ford’s America 019. 8/9 hanging out at HEW,Gerald Ford’s America 019. 8/9 [1974] hanging out at HEW,United States,1975,master,1/2 in.,EIAJ,,21:17,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Single Channel Mono Audio Split to Two Channel Mono in the Master File; Flagging Visible in Picture;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Flagging and head switching as described. Video dropouts. --mg, 6/4/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-019_17261,,,
Unedited footage,0550-01-17262,17262,Gerald Ford’s America 020. 9/6 women's briefing,Gerald Ford’s America 020. 9/6 [1974] women's briefing,United States,1975,master,1/2 in.,EIAJ,,16:48,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Tape was upside down on the reel, had to be corrected before capture."" ; Digitization QC Note: Video dropouts. Breakup from 00:15:15 through end of tape. --mg, 6/4/2019 ; Digitization QC Note: This tape is believed to be color but was transferred by MP as b/w. --AES 2019-10-29 ;","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-020_17262,,,
Unedited footage,0550-01-17263,17263,Gerald Ford’s America 021. Mrs. Ford in Chicago. Plane and Kup's show,Gerald Ford’s America 021. Mrs. Ford in Chicago. Plane and Kup's show,United States,1975,master,1/2 in.,EIAJ,"Irv Kupcinet. ; Behind the scenes look at television interview with Betty Ford begins 00:18:05. --mg, 6/4/2019",33:02,"Digitization Vendor Comments: ""Aligned Playback Level to program; Aligned Audio Level to Program; Single Channel Mono Audio Split to Two Channel Mono in the Master File; Flagging Visible in Picture; Head Switching Visible; Unstable Control Track;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Tape was upside down on the reel, issue corrected for capture."" ; Digitization QC Note: Background audio noise during airplane segment. Tracking-like noise (unstable control track) visible in center area of image, especially during first part of tape. Some lens distortion, minor microwave radio interference visible at end of tape during television taping. --mg, 6/4/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-021_17263,,,
Unedited footage,0550-01-17264,17264,Gerald Ford’s America 022. Catalog—Gerry Ford pomp,Gerald Ford’s America 022. Catalog—Gerry Ford pomp,United States,1975,master,1/2 in.,EIAJ,"A variety of shots edited together, e.g. footage at the TVTV house, Robert T. Hartmann interview at 00:14:34, state dinner footage.",27:51,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: This appears to be a dubbed tape of a completed edit. Some severe tracking noise (see 00:01:00, for example). Video dropouts throughout and image quality generally compromised by dubbing. --mg, 6/4/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-022_17264,,,
Unedited footage,0550-01-17265,17265,Gerald Ford’s America 023. Mrs. Ford in Chicago (original),Gerald Ford’s America 023. Mrs. Ford in Chicago (original),United States,1975,master,1/2 in.,EIAJ,Reception for Betty Ford in Chicago at the Hilton; interviews with partygoers.,31:36,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Lots of background noise in latter part of tape. More severe tracking-like noise (unstable control track) in latter part of tape, e.g. 00:24:00. --mg, 6/4/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-023_17265,,,
Unedited footage,0550-01-17266,17266,Gerald Ford’s America 024. Allen Rucker White House press brief—Buchen,Gerald Ford’s America 024. Allen Rucker White House press brief—Buchen,United States,1975,master,1/2 in.,EIAJ,9/10/1974. White House press briefing about Watergate and impeachment; mostly audio only.,22:59,"Digitization Vendor Comments: ""Aligned Playback Level to program; Aligned Audio Level to Program; Single Channel Mono Audio Split to Two Channel Mono in the Master File; Head Switching Visible; Unstable Control Track; Flagging Visible in Picture;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Tape was upside down on the reel, issue was corrected for capture."" ; Digitization QC Note: Video dropouts throughout. No image from 00:04:27 through 00:20:19 (press conference is still audible). Black from 00:22:05 through end of tape. --mg, 6/5/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-024_17266,,,
Unedited footage,0550-01-17267,17267,Gerald Ford’s America 025. White House welcomes Prime Minister [of Israel Yitzhak] Rabin,Gerald Ford’s America 025. White House welcomes Prime Minister [of Israel Yitzhak] Rabin,United States,1975,master,1/2 in.,EIAJ,,32:49,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Tape had a previous break with mismatched ends, required a splice for playback."" ; Digitization QC Note: Video dropouts throughout. Some tracking-like noise (unstable control track) visible in center and bottom areas of image. --mg, 6/5/2019 ; Digitization QC Note: This tape is believed to be color but was transferred by MP as b/w. --AES 2019-10-29","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-025_17267,,,
Unedited footage,0550-01-17268,17268,"Gerald Ford’s America 026. 9/13 Helen Thomas interview, White House","Gerald Ford’s America 026. 9/13 [1974] Helen Thomas interview, White House",United States,1975,master,1/2 in.,EIAJ,"Helen Thomas interview begins at 00:08:05. --mg, 6/5/2019",33:06,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Video dropouts throughtout. Some tracking-like noise (unstable control track) visible in center area of image. Breakup at end of tape. --mg, 6/5/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-026_17268,,,
Unedited footage,0550-01-17269,17269,Gerald Ford’s America 027. 9/13 Pye Chamberlayne bombs in NY / Colby,Gerald Ford’s America 027. 9/13 [1974] Pye Chamberlayne bombs in NY / Colby,United States,1975,master,1/2 in.,EIAJ,"Radio announcers (Pye Chamberlain) appear from 00:08:05 - 00:27:07. --mg, 6/5/2019",33:18,"Digitization Vendor Comments: ""Aligned Playback Level to program; Unstable Control Track; Head Switching Visible; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Video dropouts throughout. Corridor interiors from 00:01:00 - 00:05:30 are quite dark, some slight ghosting. --mg, 6/5/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-027_17269,,,
Unedited footage,0550-01-17270,17270,Gerald Ford’s America 030. 9/10 Clark: votes Wendy Moonan,Gerald Ford’s America 030. 9/10 [1974] Clark: votes Wendy Moonan,United States,1975,master,1/2 in.,EIAJ,9/10/1974. Ramsey Clark interview outside polling place. Tour of Ramsey Clark's offices; interview with Clark press secretary Wendy Moonan.,33:03,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Tape was upside down on the reel, had to be corrected before capture."" ; Digitization QC Note: Camera tests at beginning of tape. Some tracking-like noise (unstable control track) visible in center and bottom areas of image. --mg, 6/5/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-030_17270,,,
Unedited footage,0550-01-17271,17271,Gerald Ford’s America 031. 9/10 Clark: Novasky HQ,Gerald Ford’s America 031. 9/10 [1974] Clark: Novasky HQ,United States,1975,master,1/2 in.,EIAJ,Novasky is misspelled -> Navasky.,35:30,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Tape was upside down on the reel, had to be corrected before capture."" ; Digitization QC Note: Slight jitter in flagging area of image. Landscape footage from 00:23:15 through end of tape. Black from 00:33:00 through end of tape. --mg, 6/5/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-031_17271,,,
Unedited footage,0550-01-17272,17272,"Gerald Ford’s America 033. 9/10 Clark: victory bash, entrance","Gerald Ford’s America 033. 9/10 [1974] Clark: victory bash, entrance",United States,1975,master,1/2 in.,EIAJ,,28:29,"Digitization Vendor Comments: ""Aligned Playback Level to program; Unstable Control Track; Head Switching Visible; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Tape was upside down on the reel, had to be corrected before capture."" ; Digitization QC Note: Breakup at beginning of tape. Video noise at cuts. Slight luminance blooming in some sections, generally uneven lighting for interiors. Video dropouts. --mg, 6/5/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-033_17272,,,
Unedited footage,0550-01-17273,17273,"Gerald Ford’s America 035. 9/13 White House: Friedman / [Mary] McGrory, black report, etc.","Gerald Ford’s America 035. 9/13 [1974] White House: Friedman / [Mary] McGrory, black report, etc.",United States,1975,master,1/2 in.,EIAJ,9/13/1974. White House press room; Saul Friedman and Mary McGrory on Nixon pardon and other topics; press briefing with Black Republicans.,31:57,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File; Successful Native DV Ingest;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Slight jitter in flagging area of image. Slight distortion in some of the audio on tape. Breakup from 00:30:57 through end of tape. --mg, 6/5/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-035_17273,,,
Unedited footage,0550-01-17274,17274,Gerald Ford’s America 036. 10/8/1974,Gerald Ford’s America 036. 10/8/19 [1974]74,United States,1975,master,1/2 in.,EIAJ,"10/8/1974. Press conference in the Rose Garden, then tour of [White House?] offices.",26:41,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Starting at 3:49 Recorded in issues, Recording was most likely made on battery power leading to a non standard record/head speed. Playback from that point reflects those issues."" ; Digitization QC Note: Severe tape distortion from 00:03:49 through end of tape, as described. Breakup at beginning and end of tape. Video dropouts throughout. --mg, 6/10/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-036_17274,,,
Unedited footage,0550-01-17275,17275,Gerald Ford’s America 037. 9/14 Husken int. #1,Gerald Ford’s America 037. 9/14 [1974] Husken int. #1,United States,1975,master,1/2 in.,EIAJ,,35:27,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Slight flagging. Video dropouts throughout the tape. Tracking-like noise (unstable control track) visible in center area of image. --mg, 6/10/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-037_17275,,,
Unedited footage,0550-01-17276,17276,"Gerald Ford’s America 038. 1,000,000 visitor","Gerald Ford’s America 038. 1,000,000 visitor",United States,1975,master,1/2 in.,EIAJ,,34:28,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Tape was upside down on the reel, had to be corrected before capture."" ; Digitization QC Note: Camera tests at beginning of tape. Tennis match from 00:21:00 is quite bright. Variety of camera setups and brightness levels throughout tape. Black from 00:33:00 through end of tape. --mg, 6/10/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-038_17276,,,
Unedited footage,0550-01-17277,17277,Gerald Ford’s America 039. Mrs. Ford in Chicago,Gerald Ford’s America 039. Mrs. Ford in Chicago,United States,1975,master,1/2 in.,EIAJ,"Various coverage of Betty Ford, including speech, interview with attendees and airplane pilot, White House appearance, etc. --mg, 6/10/2019",32:27,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Tape was upside down on the reel, had to be corrected before capture."" ; Digitization QC Note: Flagging as described. Jitter in tape, especially noticeable from 00:26:00 through end of tape. Video dropouts. Luncheon and interviews at beginning of tape are dark. Various camera setups and brightness levels. --mg, 6/10/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-039_17277,,,
Unedited footage,0550-01-17278,17278,Gerald Ford’s America 040. 9/24 Rocky (1),Gerald Ford’s America 040. 9/24 [1974] Rocky (1),United States,1975,master,1/2 in.,EIAJ,,34:24,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Tape was upside down on the reel, had to be corrected before capture."" ; Digitization QC Note: More severe jitter in flagging area of image in beginning of tape, e.g. 00:03:00. Rough camerawork before Rockefeller hearing. Black from 00:33:15 through end of tape. --mg, 6/10/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-040_17278,,,
Unedited footage,0550-01-17279,17279,Gerald Ford’s America 041. 9/16 Amnesty Day at the White House,Gerald Ford’s America 041. 9/16 [1974] Amnesty Day at the White House,United States,1975,master,1/2 in.,EIAJ,,29:39,"Digitization Vendor Comments: ""Aligned Playback Level to program; Unstable Control Track; Aligned Audio Level to Program; Head Switching Visible; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Tape was upside down on the reel, had to be corrected before capture."" ; Digitization QC Note: Some jitter in flagging part of the image. Video noise at cuts. Video dropouts. --mg, 6/10/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-041_17279,,,
Unedited footage,0550-01-17280,17280,Gerald Ford's America 045. White House staff piknik / Jerry and Betty,Gerald Ford's America 045. White House staff piknik / Jerry and Betty,United States,1975,master,1/2 in.,EIAJ,White House staff picnic; Betty Ford gives autographs.,21:42,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Flagging as described. Some tracking-like noise (unstable control track) towards beginning of tape. --mg, 6/10/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-045_17280,,,
Unedited footage,0550-01-17281,17281,Gerald Ford’s America 049. 9/20 [Ron] Nessen gets the nod,Gerald Ford’s America 049. 9/20 [1974] [Ron] Nessen gets the nod,United States,1975,master,1/2 in.,EIAJ,,21:26,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Slight jitter in flagging area of image. Some bright areas of frame, close to peaking, during press conference. --mg, 6/10/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-049_17281,,,
Unedited footage,0550-01-17282,17282,Gerald Ford’s America 050. CF 3,Gerald Ford’s America 050. CF 3,United States,1975,master,1/2 in.,EIAJ,"High school students watching President Ford address on television. --mg, 6/10/2019",36:58,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Jitter in flagging area of image, especially towards beginning of tape. Video dropouts, especially towards end of tape. Some of speakers in classroom are difficult to hear. Breakup and black from 00:33:07 through end of tape. --mg, 6/10/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-050_17282,,,
Unedited footage,0550-01-17283,17283,Gerald Ford’s America 051. 9/18 Ford United Nations (UN) 1,Gerald Ford’s America 051. 9/18 [1974] Ford United Nations (UN) 1,United States,1975,master,1/2 in.,EIAJ,"Interviews with demonstrators. --mg, 6/10/2019 ",34:50,"Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Jitter in frame. Some tracking-like noise (unstable control track), visible at top and bottom of image. Dirt on lens. Breakup from 00:29:30 through end of tape. --mg, 6/10/2019","Recorded by TVTV in 1974. These tapes represent outtakes from the 1975 work ""Gerald Ford's America.""",https://archive.org/details/gerald-fords-america-051_17283,,,
